innings,Over,Commentary,active_partnership,reviews,Review_team,Review_batsman,Review_umpire,Review_outcome,Umpires_call,Partnership_broken,match
England 2nd innings,30.6,"Pat Cummins to Buttler, no run, on a length and wide of off, left alone",5,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,30.5,"Pat Cummins to Buttler, no run, he is hiding it again, it was banged in short again and Buttler was in an awkward position. He half-pulls it to mid-wicket in the end",5,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,30.4,"Pat Cummins to Buttler, no run, Pat Cummins was hiding the ball as he was running in so there might be some reverse on offer.  This one held it's line, Buttler drives inside the line for it and it went past the outside edge",5,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,30.3,"Pat Cummins to Buttler, no run, fuller and well wide of off, left alone. Hint of low bounce on that delivery",5,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,30.2,"Pat Cummins to Buttler, no run, on a good length and wide of off, defended to the off-side",5,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,30.1,"Pat Cummins to Buttler, no run, on a back of a length and around off, Buttler gets behind it and pushes it to the off-side",5,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,29.6,"Lyon to Stokes, no run, this was around middle and off and it turned away, Stokes was forced to play at it. But he did the smart thing of using soft hands, outside edge takes it to slip on one bounce",5,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,29.5,"Lyon to Stokes, no run, this one was down the leg-side, Stokes tucks it to the on-side",5,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,29.4,"Lyon to Stokes, no run, very full and wide of off, it was spinning away. Stokes plays it late and blocks it to the off-side",5,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,29.3,"Lyon to Stokes, no run, fuller and down the leg-side, blocked back to Lyon",5,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,29.2,"Lyon to Stokes, no run, stays put and defends it to the off-side",5,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,29.1,"Lyon to Root, out Caught by Bancroft!! England skipper departs and this is a huge moment in the match. Oh Lyon! You are a genius! He bowls this one much quicker, it grips and spins slightly. Root didn't do a lot wrong, he pushes at it with hard hands. It clipped the inside edge and Bancroft takes a sharp catch at FSL. Australia right on top! Root c Bancroft b Lyon 28(57) [4s-3]",4,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,28.6,"Pat Cummins to Buttler, no run, defended to the off-side",4,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,28.5,"Pat Cummins to Buttler, no run, another decision sent upstairs. This one is for lbw and Australia have asked for a review. The impact is in line but it is just clipping the stumps. Umpire's call it is in the end and Buttler will survive.  This one was much straight from Pat Cummins and it nipped back in too, missed the inside edge of Buttler and struck him on the pads. Just a tad high!",4,"Over 28.5: Review by Australia (Bowling), Umpire - JS Wilson, Batsman - JC Buttler (Struck down - Umpires Call)",Australia (Bowling),JC Buttler,JS Wilson,Struck down - Umpires Call,True,False,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,28.4,"Pat Cummins to Buttler, no run, too wide of off, Pat Cummins has to be much straighter. He can leave those outside off balls the whole day",4,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,28.3,"Pat Cummins to Buttler, no run, this delivery kept low, it was wide of off so it didn't concern Buttler much who ignores it",4,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,28.2,"Pat Cummins to Buttler, no run, well-directed bumper, Buttler sways away from the line and ducks under it",4,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,28.1,"Pat Cummins to Root, 1 run, short and down the leg-side, tucked to fine leg",4,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,27.6,"Lyon to Buttler, no run, full and on the stumps, clipped to mid-wicket",4,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,27.5,"Lyon to Buttler, no run, flatter one, Buttler misses the tuck and it raps him on the pads. Too high for a lbw shout",4,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,27.4,"Lyon to Buttler, no run, full and spinning into Buttler, inside edge of the bat takes it to FSL",4,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,27.3,"Lyon to Buttler, no run, full and sliding away from Buttler, he leaves it again",4,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,27.2,"Lyon to Buttler, no run, full and spinning into Buttler, he goes back and tucks it to the on-side",4,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,27.1,"Lyon to Buttler, no run, full and wide of off, not a lot of spin on that delivery and Buttler is happy to leave it alone",4,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,26.6,"Siddle to Root, 2 runs, very full and on the stumps, Root flicks well to deep square leg and comes back for a brace",4,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,26.5,"Siddle to Root, no run, fuller and around off, Root was late on the shot but gets some bat to it. It came off the outside half of the bat and ended up around gully",4,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,26.4,"Siddle to Root, no run, on that back of a length again, it was slightly wide of off. Root hops in the crease, gets behind the ball and defends it to the off-side",4,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,26.3,"Siddle to Buttler, 1 run, back of a length delivery down the leg-side, Buttler tucks it to fine leg and collects a single. He is off the mark!",4,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,26.2,"Siddle to Root, 1 run, fuller and targeting the stumps, pushes it wide of cover and takes a single",4,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,26.1,"Siddle to Root, no run, on a length and on the stumps, stays in the crease and defends it to the off-side",4,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,25.6,"Lyon to Buttler, no run, flatter delivery wide of off, left alone by Buttler. Brave leave!",4,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,25.5,"Lyon to Denly, out Caught by Bancroft!! A classical day-five dismissal this. Another peach from Lyon and he is getting a lot of assistance from the track, it spins sharply and there was a moment of indecision from Denly where he wasn't sure whether to go forward or stay in the crease. It clipped the inside edge of Denly and FSL takes a fine catch. Denly wasn't sure whether he had edged that and he went for the review. He was proved wrong within a minute and the umpire finally gets a decision right. Denly c Bancroft b Lyon 11(16) [4s-2]",3,"Over 25.5: Review by England (Batting), Umpire - Aleem Dar, Batsman - JL Denly (Struck down)",England (Batting),JL Denly,Aleem Dar,Struck down,False,True,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,25.4,"Lyon to Denly, no run, defended to the off-side",3,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,25.3,"Lyon to Root, 1 run, outside off line and turning in, much better from round the wicket. Root puts the sweep away and just nudges it to the on-side",3,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,25.2,"Lyon to Denly, 1 run, fuller and spinning into Denly, he clips it wide of deep backward square leg and collects a single",3,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,25.1,"Lyon to Root, 1 run, swept to fine leg",3,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,24.6,"Siddle to Denly, no run, blocked to the off-side",3,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,24.5,"Siddle to Denly, no run, now, a ripper from Siddle. He is in the middle of a formidable spell. It was in that corridor of uncertainty, it bounced extra off the deck and went past the outside edge of Denly. Absolutely flew after it went past the bat",3,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,24.4,"Siddle to Denly, no run, 83.5mph beauty from Siddle. It was on a good length and moved away off the deck, Denly was sqaured up, gets an outside edge and it ends up to the off-side",3,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,24.3,"Siddle to Denly, no run, well wide of off and Denly is happy to leave it alone",3,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,24.2,"Siddle to Denly, no run, on a fuller length and on the stumps, Denly comes on the front foot and blocks it back with a straight bat",3,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,24.1,"Siddle to Denly, no run, fuller and on the stumps, clipped to mid-wicket",3,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,23.6,"Lyon to Root, byes, FOUR, he changes the angle now, it was round the wicket. Gets the line horribly wrong, it was way down the leg-side and spinning away. It beats leg-slip and went for a boundary",3,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,23.5,"Lyon to Denly, 1 run, sharp sharp turn for Lyon, and it keeps low too. Denly was almost beaten there but he got his bat down just in time to nudge it wide of mid-wicket",3,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,23.4,"Lyon to Denly, no run, sweeps it straight to short leg",3,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,23.3,"Lyon to Root, 1 run, both England batsmen are not afraid to sweep, connects the sweep decently and gets it to fine leg",3,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,23.2,"Lyon to Root, no run, offie spinning down the leg-side, Root tucks it to the on-side",3,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,23.1,"Lyon to Denly, 1 run, fuller and spinning into Denly, he clipped it and it went through short leg",3,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,22.6,"Siddle to Root, no run, on a back of a length and wide of off, Root hops in the crease to get in line and takes out the punch, straight to point",3,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,22.5,"Siddle to Root, no run, this one was wide of off, Root leaves it alone",3,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,22.4,"Siddle to Root, no run, straying down the leg-side, Root misses the flick and Paine fails to collect it down the leg-side too",3,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,22.3,"Siddle to Root, no run, fuller and around off, Root plunges forward and defends it back with a straight bat",3,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,22.2,"Siddle to Root, no run, on a length and around off, Root gets behind it and defends it to the off-side",3,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,22.1,"Siddle to Root, 2 runs, fuller length delivery on the stumps, clipped wide of deep backward square leg for a double",3,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,21.6,"Lyon to Denly, FOUR, another sweep shot and result is the same. Four wide of deep backward square leg. Some audacity from Denly! But not sure it is the best way going forward",3,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,21.5,"Lyon to Denly, FOUR, he is not in a mood to block, takes out the sweep shot and connects well, it canters to the deep mid-wicket boundary",3,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,21.4,"Lyon to Denly, no run, gee! How did that miss the stump. He plunges forward, it spins back in sharply, hits the inside edge and rolled wide of the off-stump by some millimetres",3,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,21.3,"Lyon to Denly, no run, it's all happening here, it spins in, clipped the pad and ended up into the gloves of Paine",3,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,21.2,"Lyon to Roy, out Bowled!! No, no, no! That's an ugly shot from Roy and he would not want to look at the replay. He is a white ball specialist and one could make out that after looking at this shot. It was a regulation offie from Lyon which gripped and turned. Roy came dancing down to smack it over deep mid-wicket, it spins, misses the bat swing by a mile, breaches his defence. And clatters the stumps. Roy b Lyon 28(58) [4s-4]",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,21.1,"Lyon to Root, 1 run, takes it from wide of off and sweeps it to backward square leg",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,20.6,"Siddle to Root, 1 run, much fuller and much straighter, flicked to deep square leg to retain the strike",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,20.5,"Siddle to Root, FOUR, streaky but Root will take it. It was on a fuller length and was just wide of off, Root was late on the shot. It clips the bottom half of the bat and goes past second slip for a boundary",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,20.4,"Siddle to Root, no run, this one was on a length and was around off, Root stays in the crease and steers it to backward point",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,20.3,"Siddle to Root, no run, on a length and wide of off, left alone",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,20.2,"Siddle to Root, no run, kept low but Root deals with it pretty well, stayed in the crease and defends it back",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,20.1,"Siddle to Root, no run, excellent from Siddle! In that outside off channel, forced Root to play at it. It held the line and Root ends up playing inside the line of the ball and it rips past the outside edge",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,19.6,"Lyon to Roy, no run, this one hit the foot mark, it keeps a shade low. Roy was on the backfoot and he did well to adjust and defend it to the off-side",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,19.5,"Lyon to Roy, no run, blocked to the off-side",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,19.4,"Lyon to Roy, 2 runs, another offie which starts from outside off and spins into Roy, he drives it with a straight bat, beats Lyon and collects a double",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,19.3,"Lyon to Roy, FOUR, that's a good looking sweep shot but Lyon won't mind it. It was an offie on the stumps, Roy goes down on his knees and sweeps it past deep backward square leg for a boundary",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,19.2,"Lyon to Root, 1 run, comes down the track to come close to the ball and flicks it to the on-side",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,19.1,"Lyon to Root, no run, sharp offie, Root went for the sweep shot, missed it. He was struck on the pads but Root managed to get outside the line by planting his front foot out",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,18.6,"Siddle to Roy, no run, another beauty from Siddle, in that channel outside off and this one held its line. It went past the outside edge of Roy",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
