title,paragraphs
2012 Samarang Ph 2 PRO (Final).pdf,"Moderate Appraisal• Reservoir is more complex than Industry (RCI = 49)• Seismic with moderate quality • Logs available in most key compartments • Sidewall and conventional cores obtained in Phase 1– Awaiting core flooding studies for GASWAG concept  • Long production history with wells tested yearly– But fluid samples not gathered from all key compartments and fluid contacts uncertain, particularly East Flank• Static and dynamic models available, but static model will be updated in November 2011 and dynamic model in April 2012"
2012 Samarang Ph 2 PRO (Final).pdf,CONFIDENTIALCONFIDENTIAL INDEPENDENT PROJECT ANALYSISINDEPENDENT PROJECT ANALYSIS3434 Appraisal Effectiveness (2) Moderate Risk of Lower RPE Than Forecast 0% 10% 20% 30% 40% 50% 60% 70% 80% 90% 100% Pr ob  ab ili  ty  o  f D  ow ng  ra de   o f M or  e Th  an  2 0  % ConservativeConservative ModerateModerate AggressiveAggressive Appraisal Effectiveness Index Industry SMRG 2 PETRONAS CONFIDENTIALCONFIDENTIAL INDEPENDENT PROJECT ANALYSISINDEPENDENT PROJECT ANALYSIS3535
2012 Samarang Ph 2 PRO (Final).pdf,IPA Front-End Loading Index• FEL is the process of defining a capital project to meet business objectives and minimise risk• IPA evaluates key components of FEL work process before FID to quantify risks to achieving project goals– FEL Index considers specific project risks that must be thoroughly addressed in FEL process
2012 Samarang Ph 2 PRO (Final).pdf,"FEL Index is not an assessment of work by project team,  but a project-specific risk indicator CONFIDENTIALCONFIDENTIAL INDEPENDENT PROJECT ANALYSISINDEPENDENT PROJECT ANALYSIS3636 Reservoir FEL 5.49 Appraisal Reservoir Complexity Target Setting Team Project Control Discipline Facilities FEL Wells FEL Facilities Technology Drivers of Project Success Reservoir Front-End Loading Wells Outcomes Facilities Outcomes Asset Outcomes Wells Technology Wells Complexity Risk <<< Less - - - - - More >>> Results <<< Better - - - - - Worse >>> Low Medium High Risk <<< Less - - - - - More >>> Results <<< Better - - - - - Worse >>> Low Medium High GATEDEFINE EXECUTE GATEOPERATEGATEGATEGATEAPPRAISE SELECT GATE CONFIDENTIAL © 2003  INDEPENDENT PROJECT ANALYSIS, INC.37CONFIDENTIALCONFIDENTIAL INDEPENDENT PROJECT ANALYSISINDEPENDENT PROJECT ANALYSIS3737  • Seismic  • Logs  • Cores/SCAL  • Fluid Properties  • Well & Reservoir Tests  • Pressures  • Production History Analogs  • Interpret Seismic • Develop Maps and Geologic Model • Integrate Wells Team • Characterise Fluids • Complete Reservoir Design Basis • Understand Drive Mechanism • Define Compartments • Predict Production Profiles and Reserves • Complete Risk and Uncertainty Analysis  • Regulatory/ Environmental  • Timing • Budget • Appraisal Strategy • Operating Constraints • Technology/Tolerance   for Risk • Business Commercial Strategy Issues • Joint Operating Agreement Issues  • Subsurface Team Interactions  • Schedule Development  • Plans/Documents Completed  • Controls in Place Inputs Constraints Tasks Execution Planning Reservoir Front-End Loading CONFIDENTIALCONFIDENTIAL INDEPENDENT PROJECT ANALYSISINDEPENDENT PROJECT ANALYSIS3838 3 4 5 6 7 8 Reservoir FEL by Component Reservoir FELReservoir FEL B es  t P ra  ct ic  al (F EL  3  ) B  ro w  nf ie  ld  4  .0 0 -5 .0 0 Industry at Sanction PETRONAS at Sanction SMRG 2 Project Sc re  en in  g A  ss um  ed Pr  el im  in ar  y D  ef in  iti ve Sc re  en in  g A  ss um  ed Pr  el im  in ar  y D  ef in  iti ve Sc re  en in  g A  ss um  ed Pr  el im  in ar  y D  ef in  iti ve Best PracticalBest Practical at FEL 3at FEL 3 Sc re  en in  g A  ss um  ed Pr  el im  in ar  y D  ef in  iti ve Project at Interview Reservoir Execution PlanningTasksConstraintsInputs Optimal Optimal LevelLevel atat FEL 2FEL 2 CONFIDENTIALCONFIDENTIAL INDEPENDENT PROJECT ANALYSISINDEPENDENT PROJECT ANALYSIS3939 Reservoir FEL Status (1) SMRG 2 Project"
2012 Samarang Ph 2 PRO (Final).pdf,"Inputs – Preliminary (Best Practical is Definitive)• Seismic data available, but navigation files inconsistent or missing• Cores taken in 1970s, but sample eroded with time– Recent cores taken from Phase 1 to provide characteristics of shallow, intermediate, and deeper sands– Awaiting core flooding analysis for EOR concept• Pressure measurements– Sporadic over the last 5 years– Collection of more pressure data planned as part of FDP"
2012 Samarang Ph 2 PRO (Final).pdf,"CONFIDENTIALCONFIDENTIAL INDEPENDENT PROJECT ANALYSISINDEPENDENT PROJECT ANALYSIS4040 Reservoir FEL Status (2) SMRG 2 Project Inputs – Preliminary (Best Practical is Definitive) (con't)  • Long production history, but not for East Flank  • 2 injectivity tests done to date, but only for water  injection  – Injectivity tests are crucial to project because GASWAG will  be used CONFIDENTIALCONFIDENTIAL INDEPENDENT PROJECT ANALYSISINDEPENDENT PROJECT ANALYSIS4141 Reservoir FEL Status (3) SMRG 2 Project"
2012 Samarang Ph 2 PRO (Final).pdf,Constraints – Preliminary (Best Practical is Definitive)• First full-scale implementation of GASWAG – GASWAG has not been piloted in Samarang field– Detailed plan in place to monitor EOR performance well by well so appropriate mitigation can be developed• Result of core flooding studies expected only after ITB issue*– risk of scope changes (SMG-AA gas compressor and gas injection wells) and disruption to 
2012 Samarang Ph 2 PRO (Final).pdf,"ITB process  • Sufficient sources of gas supply to SMG-AA – Preliminary identify, but plan not yet developed  * Tier 1 sanction scheduled for February and October 2012, but studies expected in March 2012 and scenario assumptions  to be updated in February 2013 CONFIDENTIALCONFIDENTIAL INDEPENDENT PROJECT ANALYSISINDEPENDENT PROJECT ANALYSIS4242 -20% -10% 0% 10% 20% 30% 40% 50% Late Confirmation of GASWAG Viability May Impact SMRG 2 Facility Predictability  +1 std. dev. Mean -1 std. dev. Cost Growth Schedule Slip Pe rc  en ta  ge SD Pr < 0.002 Late / NeverOn-Time Late / NeverOn-Time Timing of Reservoir Deliverables Source: Neeraj Nandurdikar, Erin Mofford, and Jason Walker “Stage-Gate Processes - Should They Be Deliverable Focused or Flow of Information Focused?”, UIBC 2011 CONFIDENTIALCONFIDENTIAL INDEPENDENT PROJECT ANALYSISINDEPENDENT PROJECT ANALYSIS4343 Reservoir FEL Status (4) SMRG 2 Project"
2012 Samarang Ph 2 PRO (Final).pdf,"Tasks – Definitive (Best Practical)• 3D simulations performed with data matching– Static model to be updated in November 2011 and dynamic model in April 2012• Drive mechanisms and rock properties understood and confirmed• Risk and uncertainties analysis conducted• Surface and bottomhole location and well path finalised and agreed to• Production profile peer reviewed, but update required if 3 additional wells included"
2012 Samarang Ph 2 PRO (Final).pdf,CONFIDENTIALCONFIDENTIAL INDEPENDENT PROJECT ANALYSISINDEPENDENT PROJECT ANALYSIS4444 Reservoir FEL Status (5) SMRG 2 Project
2012 Samarang Ph 2 PRO (Final).pdf,"Execution Planning – Definitive (Best Practical)• Subsurface team interactions– Team in place with Schlumberger and PCSB well integrated– Roles and responsibilities defined and well understood– Risks identified, reviewed, and being tracked in risk register– Reservoir evaluation activity schedule developed, but not yet fully integrated into overall project schedule"
2012 Samarang Ph 2 PRO (Final).pdf,CONFIDENTIALCONFIDENTIAL INDEPENDENT PROJECT ANALYSISINDEPENDENT PROJECT ANALYSIS4545 Reservoir FEL Status (6) SMRG 2 Project
2012 Samarang Ph 2 PRO (Final).pdf,"Execution Planning – Definitive (Best Practical)• Plans and documents– FDP develop in detail– Facilities Design Basis Memorandum peer reviewed– Data acquisition, surveillance, and integrated management plans well developed• Controls– Management of change plan; management team in place– Measurable definition of success for GASWAG> Success measures defined> Plan in place to monitor performance of EOR well by well"
2012 Samarang Ph 2 PRO (Final).pdf,CONFIDENTIALCONFIDENTIAL INDEPENDENT PROJECT ANALYSISINDEPENDENT PROJECT ANALYSIS4646 Reservoir FEL Appraisal Reservoir Complexity Target Setting Team Project Control Discipline Facilities FEL Wells FEL Facilities Technology Drivers of Project Success Facilities and Wells Technology/Complexity Wells Outcomes Facilities Outcomes Asset Outcomes Wells Technology Wells Complexity 47 Risk <<< Less - - - - - More >>> Results <<< Better - - - - - Worse >>> Low Medium High Risk <<< Less - - - - - More >>> Results <<< Better - - - - - Worse >>> Low Medium High GATEDEFINE EXECUTE GATEOPERATEGATEGATEGATEAPPRAISE SELECT GATE CONFIDENTIALCONFIDENTIAL INDEPENDENT PROJECT ANALYSISINDEPENDENT PROJECT ANALYSIS4747 Well Complexity Less Complex Than Industry With WCI* of 47 0 1 2 3 4 5 6 Lo st Ci rcu  lat ion Re ac  tiv e F  orm ati  on s Sa lt Sh all  ow  H  az ard  s Ad ve  rse  G  as Te mp  era tur  e Pr  es su  re Te  cto nic Ov erb  urd en   S tra  tig rap  hy Ov erb  urd en   Fa ult  s Ma  x M W MW FG MW PP Pr es  su re Pr ofi  le Ch  an ge  s Co mp  let ion   C om  po ne  nts Pe ne  tra tio  ns FE Hz   or  M L St  im ula  tio n Co mp  let ion   Ty pe Ar tifi  cia l L  ift Sa nd   C on  tro l W ell   P ath   K OP W ell   P ath   C om  ple xit  y An  gle Co  llis ion MD No n-S  tan da  rd Ho  le Le  ng ths Tig ht To ler  an ce  s Ri  g S ys  tem Rig   Ty pe Rig  Eq  uip me  nt Rig  C  on dit  ion Le arn  ing  an  d E xp  eri en  ce Te  ch no  log y Tr ee   Ty pe En vir  on me  nta l Lo ca  tio n/W D Cu  rre nts W el  l C om  pl ex  ity  F  ac to  r R at  in g Ind Avg Samarang  * WCI = Well Complexity Index; Industry WCI = 53 with standard deviation range from 42 to 65 Multi-zone and  smart completion  > 2% CO2 Stresses within  overburden
2012 Samarang Ph 2 PRO (Final).pdf,CONFIDENTIALCONFIDENTIAL INDEPENDENT PROJECT ANALYSISINDEPENDENT PROJECT ANALYSIS4848• Facilities technology– Floatover installation (SMG-AA)—new to PCSB– Integrated operations—new to PCSB– Flexible pipelines—new to team• Wells technology– Slot recovery and smart completion*—new to PCSB– OH completions with standalone screen and swell packers—new to Samarang
2012 Samarang Ph 2 PRO (Final).pdf,"Wells and Facilities Technology SMRG 2 Project  * Downhole pressure gauges, interval control devices, temperature sensors, etc. CONFIDENTIALCONFIDENTIAL INDEPENDENT PROJECT ANALYSISINDEPENDENT PROJECT ANALYSIS4949 Drivers of Project Success Fully Integrated Asset Team Reservoir FEL Appraisal Reservoir Complexity Target Setting Integrated Asset Team Project Control Discipline Facilities FEL Wells FEL Facilities Technology Wells Outcomes Facilities Outcomes Asset Outcomes Wells Technology Wells Complexity Risk <<< Less - - - - - More >>> Results <<< Better - - - - - Worse >>> Low Medium High Risk <<< Less - - - - - More >>> Results <<< Better - - - - - Worse >>> Low Medium High GATEDEFINE EXECUTE GATEOPERATEGATEGATEGATEAPPRAISE SELECT GATE CONFIDENTIALCONFIDENTIAL INDEPENDENT PROJECT ANALYSISINDEPENDENT PROJECT ANALYSIS5050 Team Integration and Team Development Index Integrated Team and Good TDI Project objectives defined and aligned with  business objectives – Objectives understood by project team All functions that can influence project  outcomes present on the team – Organisational charts for FEED and execution   phases developed Team roles and responsibilities defined,  understood, and documented – Succession planning to be developed for all key   team members Risk register set up for use by various functions – Major tasks and issues identified and monitored   and mitigation plans in place PETRONAS Project Management System  process being followed 0.5 1.0 1.5 2.0 2.5 3.0 3.5 4.0 4.5 U N D EV EL O PE D U N D EV EL O PE D PO O R PO O R FA IR FA IR G O O D G O O D Industry at Sanction PETRONAS at Sanction SMGR 2 Project CONFIDENTIALCONFIDENTIAL INDEPENDENT PROJECT ANALYSISINDEPENDENT PROJECT ANALYSIS5151 Drivers of Project Success Facilities and Wells FEL Reservoir FEL Appraisal Reservoir Complexity Target Setting Integrated Asset Team Project Control Discipline Facilities FEL 8.75 Wells FEL 6.36 Facilities Technology Wells Outcomes Facilities Outcomes Asset Outcomes Wells Technology Wells Complexity Risk <<< Less - - - - - More >>> Results <<< Better - - - - - Worse >>> Low Medium High Risk <<< Less - - - - - More >>> Results <<< Better - - - - - Worse >>> Low Medium High GATEDEFINE EXECUTE GATEOPERATEGATEGATEGATEAPPRAISE SELECT GATE CONFIDENTIALCONFIDENTIAL INDEPENDENT PROJECT ANALYSISINDEPENDENT PROJECT ANALYSIS5252  • Offset Wells  • Commercial  • Well Objectives  • Scope of Work  • Location Survey  • Metocean Data  • All Needed Technical Inputs  • Casing Design  • Completion and Stimulation Plans  • Certify Rig  • Certify Equipment  • Long-Lead Items Identification  • Scenario and Option Planning  • Peer Review  • Stakeholder Buy-in  • Permitting  • Preliminary Safety Management Plan  • Hazid Analysis  • Company Policies  • Waste Management  • Contracting Strategy  • Team Composition  • Procurement Plan  • Secured Rig  • Logistics  • Schedule Estimate  including Concurrent Ops, SIMOPs, etc.   • Detailed Well Plan to Achieve Objectives  • Program Cost Estimate Well Construction Front-End Loading Scope of Work Regulatory HSE Well Engineering Execution Planning CONFIDENTIALCONFIDENTIAL INDEPENDENT PROJECT ANALYSISINDEPENDENT PROJECT ANALYSIS5353 3 4 5 6 7 8 9 10 11 12 Well Construction FEL by Component Sc re  en in  g A  ss um  ed Pr  el im  in ar  y D  ef in  iti ve Wells Construction FELWells Construction FEL Sc re  en in  g A  ss um  ed Pr  el im  in ar  y D  ef in  iti ve Sc re  en in  g Li  m ite  d St  ud y A dv  an ce  d St  ud y Fu ll D es  ig n Sp ec  . Sc re  en in  g A  ss um  ed Pr  el im  in ar  y D  ef in  iti ve Well Execution Planning Well EngineeringRegulatory/HSE B es  t P ra  ct ic  al (F EL  3  ) 5. 00  - 6. 00 Scope of Work Best PracticalBest Practical at FEL 3at FEL 3 Industry at Sanction SMRG 2 Project Project at InterviewProject at InterviewOptimal Optimal Level at FEL 2Level at FEL 2 PETRONAS at Sanction CONFIDENTIALCONFIDENTIAL INDEPENDENT PROJECT ANALYSISINDEPENDENT PROJECT ANALYSIS5454 Wells FEL Status (1) SMRG 2 Project"
2012 Samarang Ph 2 PRO (Final).pdf,"Scope of Work – Preliminary (Best Practical is Definitive)• Soil boring data available for new platform locations• Soil boring data for infill drilling conducted around 30 years ago. Further discussion with drilling contractor to confirm the need for new soil boring data– No issue is anticipated because platforms have been revisited numerous of times• Drilling program, timing, and phasing defined and agreed to for 24 wells, but not for 3 additional wells– Timing to execute these wells can impact on Phase 2 subsurface and drilling scope of work and program• Development, reservoir depletion, and surveillance plans defined"
2012 Samarang Ph 2 PRO (Final).pdf,CONFIDENTIALCONFIDENTIAL INDEPENDENT PROJECT ANALYSISINDEPENDENT PROJECT ANALYSIS5555 Wells FEL Status (2) SMRG 2 Project
2012 Samarang Ph 2 PRO (Final).pdf,Regulatory/HSE – Preliminary (Best Practical)• Permit requirements for drilling identified• Import and export requirements for equipment and materials known and plans in place• HSE requirements and drilling hazards identified– Permission to dump water-based mud to sea obtained• Rig Naga-3 preliminary assigned but not confirmed– Rig-specific HAZOP review not yet done
2012 Samarang Ph 2 PRO (Final).pdf,CONFIDENTIALCONFIDENTIAL INDEPENDENT PROJECT ANALYSISINDEPENDENT PROJECT ANALYSIS5656 Wells FEL Status (3) SMRG 2 Project
2012 Samarang Ph 2 PRO (Final).pdf,"Engineering – Advanced Study (Best Practical)• Well proposal prepared with agreed to targets, depths, trajectories, formation evaluations, and completions• Drilling basis of design reviewed by subsurface team• Drilling risks, complexity, and difficulties assessed– DWOP* and CWOP** to be conducted before spud• Drilling equipment list preliminary defined• Drilling plan to be signed off on a few months before spud• Individual well programs available after the detailed design phase* DWOP = Drilling Wells on Paper** CWOP = Completing Wells on Paper"
